"source","line","category","term","in_code","content"
"notebooks/hypotheses/H10.qmd",428,"placement_sample","\bchest\b",TRUE,"#| fig-alt: ""Forest plot with 17 personal light-exposure metrics as rows and separate near-eye and chest panels. Each point is the standardized model-scale association per decade of age, with a horizontal 95% confidence interval and a vertical zero line. Three near-eye estimates and six chest estimates meet their placement-specific 17-metric BH rules; practical-scale estimates and exact samples appear in the adjacent tables."""
"notebooks/hypotheses/H10.qmd",433,"internal_workflow","\bartifact(s)?\b",TRUE,"  root, ""artifacts"", ""10_figures"", ""H10"","
"notebooks/hypotheses/H10.qmd",438,"internal_workflow","\bartifact(s)?\b",FALSE,"The figure has paired [source data](../../artifacts/11_source_data/H10/H10_primary_age_associations_data.csv); the complete numerical results are available [here](../../artifacts/09_tables/H10/H10_primary_main_results.csv)."
"notebooks/hypotheses/H10.qmd",442,"placement_sample","\bnear[- ]eye\b",FALSE,"No near-eye Female–Male contrast met its 17-metric BH rule. The estimates and 95% CIs are retained below to show their precision; failure to retain a contrast is not evidence of equivalence."
"notebooks/hypotheses/H10.qmd",446,"placement_sample","\bnear[- ]eye\b",TRUE,"#| tbl-cap: ""Primary near-eye measured biological-sex associations."""
"notebooks/hypotheses/H10.qmd",454,"specialist","\bconfidence interval(s)?\b",TRUE,"#| fig-alt: ""Forest plot with 17 personal light-exposure metrics as rows and separate near-eye and chest panels. Each point is the standardized model-scale Female-minus-Male contrast, with a horizontal 95% confidence interval and a vertical zero line. No near-eye contrast and two complementary chest contrasts meet their placement-specific 17-metric BH rules; the plot does not pool placements or imply equivalence."""
"notebooks/hypotheses/H10.qmd",454,"placement_sample","\bnear[- ]eye\b",TRUE,"#| fig-alt: ""Forest plot with 17 personal light-exposure metrics as rows and separate near-eye and chest panels. Each point is the standardized model-scale Female-minus-Male contrast, with a horizontal 95% confidence interval and a vertical zero line. No near-eye contrast and two complementary chest contrasts meet their placement-specific 17-metric BH rules; the plot does not pool placements or imply equivalence."""
"notebooks/hypotheses/H10.qmd",454,"placement_sample","\bchest\b",TRUE,"#| fig-alt: ""Forest plot with 17 personal light-exposure metrics as rows and separate near-eye and chest panels. Each point is the standardized model-scale Female-minus-Male contrast, with a horizontal 95% confidence interval and a vertical zero line. No near-eye contrast and two complementary chest contrasts meet their placement-specific 17-metric BH rules; the plot does not pool placements or imply equivalence."""
"notebooks/hypotheses/H10.qmd",459,"internal_workflow","\bartifact(s)?\b",TRUE,"  root, ""artifacts"", ""10_figures"", ""H10"","
"notebooks/hypotheses/H10.qmd",464,"internal_workflow","\bartifact(s)?\b",FALSE,"The figure has paired [source data](../../artifacts/11_source_data/H10/H10_primary_biological_sex_associations_data.csv)."
"notebooks/hypotheses/H10.qmd",466,"placement_sample","\bchest\b",FALSE,"# Complementary chest evidence"
"notebooks/hypotheses/H10.qmd",470,"placement_sample","\bchest\b",FALSE,"Six age associations met the complementary chest age-family rule. Per decade, the ratios were 1.16 (95% CI 1.04–1.30; adjusted *p* = **0.017**) for mean melEDI, 1.35 (1.15–1.57; **<0.001**) for brightest-10-hour mean, 1.31 (1.18–1.46; **<0.001**) for time above 1,000 lx melEDI, 1.16 (1.06–1.26; **0.004**) for waking time above 250 lx melEDI, 1.18 (1.09–1.27; **<0.001**) for the longest continuous period above 250 lx melEDI, and 1.40 (1.21–1.61; **<0.001**) for melEDI dose."
"notebooks/hypotheses/H10.qmd",473,"placement_sample","\bchest\b",TRUE,"#| label: tbl-h10-chest-age"
"notebooks/hypotheses/H10.qmd",474,"placement_sample","\bchest\b",TRUE,"#| tbl-cap: ""Complementary chest age associations."""
"notebooks/hypotheses/H10.qmd",476,"placement_sample","\bchest\b",TRUE,"main_result_table(primary_results, ""chest"", ""age"")"
"notebooks/hypotheses/H10.qmd",481,"placement_sample","\bnear[- ]eye\b",FALSE,"Two complementary chest contrasts met the biological-sex family rule. Female-to-Male ratios were 0.74 (95% CI 0.60–0.92; raw *p* = 0.006; adjusted *p* = **0.048**) for mean melEDI and 0.76 (0.65–0.90; raw *p* <0.001; adjusted *p* = **0.016**) for darkest-10-hour mean. These findings complement rather than replace the primary near-eye evidence."
"notebooks/hypotheses/H10.qmd",481,"placement_sample","\bchest\b",FALSE,"Two complementary chest contrasts met the biological-sex family rule. Female-to-Male ratios were 0.74 (95% CI 0.60–0.92; raw *p* = 0.006; adjusted *p* = **0.048**) for mean melEDI and 0.76 (0.65–0.90; raw *p* <0.001; adjusted *p* = **0.016**) for darkest-10-hour mean. These findings complement rather than replace the primary near-eye evidence."
"notebooks/hypotheses/H10.qmd",484,"placement_sample","\bchest\b",TRUE,"#| label: tbl-h10-chest-sex"
"notebooks/hypotheses/H10.qmd",485,"placement_sample","\bchest\b",TRUE,"#| tbl-cap: ""Complementary chest measured biological-sex associations."""
"notebooks/hypotheses/H10.qmd",487,"placement_sample","\bchest\b",TRUE,"main_result_table(primary_results, ""chest"", ""biological_sex"")"
"notebooks/hypotheses/H10.qmd",490,"specialist","\bheterogeneity\b",FALSE,"# Site heterogeneity"
"notebooks/hypotheses/H10.qmd",492,"placement_sample","\bnear[- ]eye\b",FALSE,"Two complementary chest age-by-site comparisons met their separate 17-metric BH rule: midpoint of the brightest 10 hours (raw *p* = 0.004; adjusted *p* = **0.045**) and last light timing above 250 lx melEDI (raw *p* = 0.005; adjusted *p* = **0.045**). No near-eye age-by-site comparison and no biological-sex-by-site comparison at either placement met its adjusted rule."
"notebooks/hypotheses/H10.qmd",492,"placement_sample","\bchest\b",FALSE,"Two complementary chest age-by-site comparisons met their separate 17-metric BH rule: midpoint of the brightest 10 hours (raw *p* = 0.004; adjusted *p* = **0.045**) and last light timing above 250 lx melEDI (raw *p* = 0.005; adjusted *p* = **0.045**). No near-eye age-by-site comparison and no biological-sex-by-site comparison at either placement met its adjusted rule."
"notebooks/hypotheses/H10.qmd",495,"specialist","\binteraction(s)?\b",TRUE,"#| label: tbl-h10-supported-interactions"
"notebooks/hypotheses/H10.qmd",496,"specialist","\bheterogeneity\b",TRUE,"#| tbl-cap: ""Site-heterogeneity comparisons meeting their adjusted rule."""
"notebooks/hypotheses/H10.qmd",512,"specialist","\binteraction(s)?\b",TRUE,"interactions |>"
"notebooks/hypotheses/H10.qmd",524,"specialist","\bBH[- ]adjust(ed|ment)?\b",TRUE,"    `BH-adjusted p` = p_markdown("
"notebooks/hypotheses/H10.qmd",536,"specialist","\bBH[- ]adjust(ed|ment)?\b",TRUE,"  fmt_markdown(columns = `BH-adjusted p`)"
"notebooks/hypotheses/H10.qmd",539,"specialist","\bheterogeneity\b",FALSE,"All non-selected site-specific age estimates for these two outcomes are shown next. They describe heterogeneity and are not separate site-level significance tests."
"notebooks/hypotheses/H10.qmd",543,"specialist","\bheterogeneity\b",TRUE,"#| tbl-cap: ""Site-specific age estimates for the two retained heterogeneity comparisons."""
"notebooks/hypotheses/H10.qmd",545,"specialist","\binteraction(s)?\b",TRUE,"supported_interaction_metrics <- interactions |>"
"notebooks/hypotheses/H10.qmd",547,"placement_sample","\bchest\b",TRUE,"    .data$placement == ""chest"","
"notebooks/hypotheses/H10.qmd",556,"placement_sample","\bchest\b",TRUE,"    .data$placement == ""chest"","
"notebooks/hypotheses/H10.qmd",581,"internal_workflow","\bartifact(s)?\b",FALSE,"Complete interaction comparisons are available as [source data](../../artifacts/09_tables/H10/H10_primary_interaction_results.csv), with the full site-specific estimates [here](../../artifacts/09_tables/H10/H10_site_specific_effects.csv)."
"notebooks/hypotheses/H10.qmd",581,"specialist","\binteraction(s)?\b",FALSE,"Complete interaction comparisons are available as [source data](../../artifacts/09_tables/H10/H10_primary_interaction_results.csv), with the full site-specific estimates [here](../../artifacts/09_tables/H10/H10_site_specific_effects.csv)."
"notebooks/hypotheses/H10.qmd",588,"specialist","\bdiagnostic(s)?\b",TRUE,"#| label: fig-h10-diagnostics"
"notebooks/hypotheses/H10.qmd",590,"placement_sample","\bnear[- ]eye\b",TRUE,"#| fig-alt: ""Heatmap with 17 personal light-exposure metrics as rows and four panels for age and Female-minus-Male models at near-eye and chest placements. Twenty-five cells are classified acceptable and 43 acceptable with specified limitations; no cell is classified not acceptable. The colours summarize convergence, residual, distributional, temporal, participant-influence, and leave-one-site-out checks."""
"notebooks/hypotheses/H10.qmd",590,"placement_sample","\bchest\b",TRUE,"#| fig-alt: ""Heatmap with 17 personal light-exposure metrics as rows and four panels for age and Female-minus-Male models at near-eye and chest placements. Twenty-five cells are classified acceptable and 43 acceptable with specified limitations; no cell is classified not acceptable. The colours summarize convergence, residual, distributional, temporal, participant-influence, and leave-one-site-out checks."""
"notebooks/hypotheses/H10.qmd",595,"internal_workflow","\bartifact(s)?\b",TRUE,"  root, ""artifacts"", ""10_figures"", ""H10"","
"notebooks/hypotheses/H10.qmd",601,"specialist","\bdiagnostic(s)?\b",TRUE,"#| label: tbl-h10-diagnostic-counts"
"notebooks/hypotheses/H10.qmd",604,"specialist","\bdiagnostic(s)?\b",TRUE,"diagnostics |>"
"notebooks/hypotheses/H10.qmd",620,"specialist","\bdiagnostic(s)?\b",FALSE,"The diagnostic findings were interpreted as follows:"
"notebooks/hypotheses/H10.qmd",622,"specialist","\bsingularity\b",FALSE,"- **Convergence and numerical checks:** 68/68 models passed convergence, Hessian, rank, singularity, and warning checks."
"notebooks/hypotheses/H10.qmd",623,"placement_sample","\bnear[- ]eye\b",FALSE,"- **Residual and distributional checks:** selected darkest-10-hour mean, near-eye darkest-10-hour midpoint, and MDER models crossed descriptive Q–Q or spread thresholds. For time below 1 lx melEDI during sleep, four observed zeros at each placement exceeded the fitted Tweedie zero mass; standardized differences were 467–546. These models were acceptable only with that distributional limitation."
"notebooks/hypotheses/H10.qmd",628,"internal_workflow","\bartifact(s)?\b",FALSE,"The assessment heatmap has paired [source data](../../artifacts/11_source_data/H10/H10_diagnostic_assessment_data.csv); complete interpreted assessments are available [here](../../artifacts/08_diagnostics/H10/H10_primary_diagnostic_assessment.csv)."
"notebooks/hypotheses/H10.qmd",630,"specialist","\bdiagnostic(s)?\b",FALSE,"## Core residual diagnostics"
"notebooks/hypotheses/H10.qmd",640,"specialist","\bdiagnostic(s)?\b",TRUE,"#| label: fig-h10-core-diagnostics-age"
"notebooks/hypotheses/H10.qmd",642,"placement_sample","\bnear[- ]eye\b",TRUE,"#| fig-alt: ""Eighteen small panels show Pearson residual-versus-fitted and normal Q-Q plots for the nine main age-association models that met their separately labelled 17-metric BH rule: three primary near-eye models and six complementary chest models. Points are coloured by submitted site. Every residual-fitted panel includes a horizontal zero line, and every Q-Q panel includes its quartile reference line. Independent panel limits expose metric-specific spread without forcing unrelated fitted scales to share an axis."""
"notebooks/hypotheses/H10.qmd",642,"placement_sample","\bchest\b",TRUE,"#| fig-alt: ""Eighteen small panels show Pearson residual-versus-fitted and normal Q-Q plots for the nine main age-association models that met their separately labelled 17-metric BH rule: three primary near-eye models and six complementary chest models. Points are coloured by submitted site. Every residual-fitted panel includes a horizontal zero line, and every Q-Q panel includes its quartile reference line. Independent panel limits expose metric-specific spread without forcing unrelated fitted scales to share an axis."""
"notebooks/hypotheses/H10.qmd",647,"internal_workflow","\bartifact(s)?\b",TRUE,"  root, ""artifacts"", ""10_figures"", ""H10"","
"notebooks/hypotheses/H10.qmd",652,"internal_workflow","\bartifact(s)?\b",FALSE,"The age display has paired [source data](../../artifacts/11_source_data/H10/H10_retained_age_core_diagnostic_data.csv)."
"notebooks/hypotheses/H10.qmd",655,"specialist","\bdiagnostic(s)?\b",TRUE,"#| label: fig-h10-core-diagnostics-biological-sex"
"notebooks/hypotheses/H10.qmd",656,"placement_sample","\bchest\b",TRUE,"#| fig-cap: ""Residual-versus-fitted and descriptive normal Q-Q plots for the two complementary chest biological-sex models that met their separately labelled 17-metric BH rule. Panels use independent limits; point colours follow submitted site conventions."""
"notebooks/hypotheses/H10.qmd",657,"specialist","\bdiagnostic(s)?\b",TRUE,"#| fig-alt: ""Four small panels show Pearson residual-versus-fitted and normal Q-Q plots for the two complementary chest biological-sex models that met their separately labelled 17-metric BH rule: mean melEDI and darkest-10-hour mean melEDI. Points are coloured by submitted site. Residual-fitted panels include zero lines and Q-Q panels include quartile reference lines; limits are separate for each model and diagnostic type."""
"notebooks/hypotheses/H10.qmd",657,"placement_sample","\bchest\b",TRUE,"#| fig-alt: ""Four small panels show Pearson residual-versus-fitted and normal Q-Q plots for the two complementary chest biological-sex models that met their separately labelled 17-metric BH rule: mean melEDI and darkest-10-hour mean melEDI. Points are coloured by submitted site. Residual-fitted panels include zero lines and Q-Q panels include quartile reference lines; limits are separate for each model and diagnostic type."""
