"parent_index","site","Id","raw_state","period_source_start","period_source_end","expected_minutes","projected_minutes","valid_minutes","brown_yes","expected_recount","projected_recount","valid_recount","yes_recount","pass"
2091,"RISE","RISE_S003","pre-sleep",19,19,180,180,180,161,180,180,180,161,TRUE
2092,"RISE","RISE_S003","pre-sleep",20,20,180,180,180,175,180,180,180,175,TRUE
2093,"RISE","RISE_S003","pre-sleep",21,21,180,180,180,172,180,180,180,172,TRUE
2094,"RISE","RISE_S004","pre-sleep",23,23,180,180,180,180,180,180,180,180,TRUE
2095,"RISE","RISE_S004","pre-sleep",24,24,180,180,180,164,180,180,180,164,TRUE
2096,"RISE","RISE_S004","pre-sleep",25,25,180,180,180,174,180,180,180,174,TRUE
2097,"RISE","RISE_S004","pre-sleep",26,26,180,180,180,174,180,180,180,174,TRUE
2098,"RISE","RISE_S004","pre-sleep",27,27,180,180,180,175,180,180,180,175,TRUE
2099,"RISE","RISE_S004","pre-sleep",28,28,180,180,180,180,180,180,180,180,TRUE
2100,"RISE","RISE_S005","pre-sleep",30,30,180,180,180,90,180,180,180,90,TRUE
2101,"RISE","RISE_S005","pre-sleep",31,31,180,180,180,154,180,180,180,154,TRUE
2102,"RISE","RISE_S005","pre-sleep",32,32,180,180,164,120,180,180,164,120,TRUE
2103,"RISE","RISE_S005","pre-sleep",33,33,180,180,180,179,180,180,180,179,TRUE
2104,"RISE","RISE_S005","pre-sleep",34,34,180,180,180,99,180,180,180,99,TRUE
2105,"RISE","RISE_S005","pre-sleep",35,35,180,180,161,147,180,180,161,147,TRUE
2106,"RISE","RISE_S006","pre-sleep",37,37,180,180,180,136,180,180,180,136,TRUE
2107,"RISE","RISE_S006","pre-sleep",38,38,180,180,180,162,180,180,180,162,TRUE
2108,"RISE","RISE_S006","pre-sleep",39,39,180,180,148,133,180,180,148,133,TRUE
2109,"RISE","RISE_S006","pre-sleep",40,40,180,180,180,49,180,180,180,49,TRUE
2110,"RISE","RISE_S006","pre-sleep",41,41,180,180,180,1,180,180,180,1,TRUE
2111,"RISE","RISE_S006","pre-sleep",42,42,180,180,180,155,180,180,180,155,TRUE
2112,"RISE","RISE_S007","pre-sleep",44,44,180,180,180,162,180,180,180,162,TRUE
2113,"RISE","RISE_S007","pre-sleep",45,45,180,180,127,126,180,180,127,126,TRUE
2114,"RISE","RISE_S007","pre-sleep",46,46,180,180,180,180,180,180,180,180,TRUE
2115,"RISE","RISE_S007","pre-sleep",47,47,180,180,180,180,180,180,180,180,TRUE
2116,"RISE","RISE_S007","pre-sleep",48,48,180,180,180,173,180,180,180,173,TRUE
2117,"RISE","RISE_S007","pre-sleep",49,49,180,180,75,74,180,180,75,74,TRUE
2118,"RISE","RISE_S008","pre-sleep",52,52,180,180,180,115,180,180,180,115,TRUE
2119,"RISE","RISE_S008","pre-sleep",53,53,180,180,180,93,180,180,180,93,TRUE
2120,"RISE","RISE_S008","pre-sleep",54,54,180,180,180,104,180,180,180,104,TRUE
2121,"RISE","RISE_S009","pre-sleep",56,56,180,180,180,85,180,180,180,85,TRUE
2122,"RISE","RISE_S009","pre-sleep",57,57,180,180,180,71,180,180,180,71,TRUE
2123,"RISE","RISE_S009","pre-sleep",58,58,180,180,180,84,180,180,180,84,TRUE
2124,"RISE","RISE_S009","pre-sleep",59,59,180,180,180,63,180,180,180,63,TRUE
2125,"RISE","RISE_S009","pre-sleep",60,60,180,180,180,86,180,180,180,86,TRUE
2126,"RISE","RISE_S009","pre-sleep",61,61,180,180,180,125,180,180,180,125,TRUE
2127,"RISE","RISE_S010","pre-sleep",63,63,180,180,180,144,180,180,180,144,TRUE
2128,"RISE","RISE_S010","pre-sleep",64,64,180,180,180,122,180,180,180,122,TRUE
2129,"RISE","RISE_S010","pre-sleep",65,65,180,180,89,5,180,180,89,5,TRUE
2130,"RISE","RISE_S010","pre-sleep",66,66,180,180,180,130,180,180,180,130,TRUE
2131,"RISE","RISE_S010","pre-sleep",67,67,180,180,173,136,180,180,173,136,TRUE
2132,"RISE","RISE_S012","pre-sleep",83,83,180,180,180,93,180,180,180,93,TRUE
2133,"RISE","RISE_S012","pre-sleep",77,77,180,180,180,0,180,180,180,0,TRUE
2134,"RISE","RISE_S012","pre-sleep",78,78,180,180,180,50,180,180,180,50,TRUE
2135,"RISE","RISE_S012","pre-sleep",79,79,180,180,180,50,180,180,180,50,TRUE
2136,"RISE","RISE_S012","pre-sleep",80,80,180,180,180,91,180,180,180,91,TRUE
2137,"RISE","RISE_S012","pre-sleep",81,81,180,180,180,163,180,180,180,163,TRUE
2138,"RISE","RISE_S012","pre-sleep",82,82,180,180,180,43,180,180,180,43,TRUE
2139,"RISE","RISE_S013","pre-sleep",85,85,180,180,180,4,180,180,180,4,TRUE
2140,"RISE","RISE_S013","pre-sleep",86,86,180,180,41,19,180,180,41,19,TRUE
2141,"RISE","RISE_S013","pre-sleep",87,87,180,180,180,22,180,180,180,22,TRUE
2142,"RISE","RISE_S013","pre-sleep",88,88,180,180,115,2,180,180,115,2,TRUE
2143,"RISE","RISE_S013","pre-sleep",89,89,180,180,2,2,180,180,2,2,TRUE
2144,"RISE","RISE_S013","pre-sleep",90,90,180,180,180,43,180,180,180,43,TRUE
2145,"RISE","RISE_S016","pre-sleep",106,106,180,180,180,162,180,180,180,162,TRUE
2146,"RISE","RISE_S016","pre-sleep",107,107,180,180,180,141,180,180,180,141,TRUE
2147,"RISE","RISE_S016","pre-sleep",108,108,180,180,180,157,180,180,180,157,TRUE
2148,"RISE","RISE_S016","pre-sleep",109,109,180,180,180,160,180,180,180,160,TRUE
2149,"RISE","RISE_S016","pre-sleep",110,110,180,180,180,137,180,180,180,137,TRUE
2150,"RISE","RISE_S016","pre-sleep",111,111,180,180,131,85,180,180,131,85,TRUE
2151,"THUAS","THUAS_S001","pre-sleep",2,2,180,180,109,108,180,180,109,108,TRUE
2152,"THUAS","THUAS_S001","pre-sleep",3,3,180,180,180,158,180,180,180,158,TRUE
2153,"THUAS","THUAS_S001","pre-sleep",4,4,180,180,180,179,180,180,180,179,TRUE
2154,"THUAS","THUAS_S001","pre-sleep",5,5,180,180,180,165,180,180,180,165,TRUE
2155,"THUAS","THUAS_S001","pre-sleep",6,6,180,180,180,153,180,180,180,153,TRUE
2156,"THUAS","THUAS_S001","pre-sleep",7,7,180,180,180,180,180,180,180,180,TRUE
2157,"THUAS","THUAS_S001","pre-sleep",9,9,180,180,180,174,180,180,180,174,TRUE
2158,"THUAS","THUAS_S002","pre-sleep",11,11,180,180,180,115,180,180,180,115,TRUE
2159,"THUAS","THUAS_S002","pre-sleep",14,14,180,180,95,95,180,180,95,95,TRUE
2160,"THUAS","THUAS_S003","pre-sleep",16,16,180,180,89,50,180,180,89,50,TRUE
2161,"THUAS","THUAS_S003","pre-sleep",17,17,180,180,180,167,180,180,180,167,TRUE
2162,"THUAS","THUAS_S003","pre-sleep",18,18,180,180,180,121,180,180,180,121,TRUE
2163,"THUAS","THUAS_S003","pre-sleep",19,19,180,180,130,129,180,180,130,129,TRUE
2164,"THUAS","THUAS_S003","pre-sleep",20,20,180,180,180,129,180,180,180,129,TRUE
2165,"THUAS","THUAS_S005","pre-sleep",22,22,180,180,173,109,180,180,173,109,TRUE
2166,"THUAS","THUAS_S005","pre-sleep",23,23,180,180,180,159,180,180,180,159,TRUE
2167,"THUAS","THUAS_S005","pre-sleep",24,24,180,180,125,117,180,180,125,117,TRUE
2168,"THUAS","THUAS_S005","pre-sleep",25,25,180,180,180,114,180,180,180,114,TRUE
2169,"THUAS","THUAS_S005","pre-sleep",26,26,180,180,180,125,180,180,180,125,TRUE
2170,"THUAS","THUAS_S006","pre-sleep",28,28,180,180,180,178,180,180,180,178,TRUE
2171,"THUAS","THUAS_S006","pre-sleep",29,29,180,180,180,180,180,180,180,180,TRUE
2172,"THUAS","THUAS_S006","pre-sleep",31,31,180,180,15,15,180,180,15,15,TRUE
2173,"THUAS","THUAS_S006","pre-sleep",32,32,180,180,180,170,180,180,180,170,TRUE
2174,"THUAS","THUAS_S006","pre-sleep",33,33,180,180,74,25,180,180,74,25,TRUE
2175,"THUAS","THUAS_S007","pre-sleep",35,35,180,180,116,31,180,180,116,31,TRUE
2176,"THUAS","THUAS_S007","pre-sleep",36,36,180,180,161,20,180,180,161,20,TRUE
2177,"THUAS","THUAS_S007","pre-sleep",37,37,180,180,180,180,180,180,180,180,TRUE
2178,"THUAS","THUAS_S007","pre-sleep",38,38,180,180,180,180,180,180,180,180,TRUE
2179,"THUAS","THUAS_S007","pre-sleep",39,39,180,180,180,98,180,180,180,98,TRUE
2180,"THUAS","THUAS_S007","pre-sleep",40,40,180,180,180,31,180,180,180,31,TRUE
2181,"THUAS","THUAS_S010","pre-sleep",42,42,180,180,79,77,180,180,79,77,TRUE
2182,"THUAS","THUAS_S010","pre-sleep",44,44,180,180,180,100,180,180,180,100,TRUE
2183,"THUAS","THUAS_S010","pre-sleep",46,46,180,180,180,180,180,180,180,180,TRUE
2184,"THUAS","THUAS_S010","pre-sleep",47,47,180,180,180,67,180,180,180,67,TRUE
2185,"THUAS","THUAS_S010","pre-sleep",48,48,180,180,119,96,180,180,119,96,TRUE
2186,"THUAS","THUAS_S011","pre-sleep",50,50,180,180,162,53,180,180,162,53,TRUE
2187,"THUAS","THUAS_S011","pre-sleep",51,51,180,180,180,72,180,180,180,72,TRUE
2188,"THUAS","THUAS_S011","pre-sleep",52,52,180,180,180,52,180,180,180,52,TRUE
2189,"THUAS","THUAS_S011","pre-sleep",53,53,180,180,180,75,180,180,180,75,TRUE
2190,"THUAS","THUAS_S011","pre-sleep",54,54,180,180,180,177,180,180,180,177,TRUE
2191,"THUAS","THUAS_S011","pre-sleep",55,55,180,180,180,16,180,180,180,16,TRUE
2192,"THUAS","THUAS_S014","pre-sleep",57,57,180,180,100,10,180,180,100,10,TRUE
2193,"THUAS","THUAS_S014","pre-sleep",58,58,180,180,1,0,180,180,1,0,TRUE
2194,"THUAS","THUAS_S014","pre-sleep",59,59,180,180,180,180,180,180,180,180,TRUE
2195,"THUAS","THUAS_S014","pre-sleep",60,60,180,180,105,10,180,180,105,10,TRUE
2196,"THUAS","THUAS_S014","pre-sleep",61,61,180,180,180,172,180,180,180,172,TRUE
2197,"THUAS","THUAS_S015","pre-sleep",63,63,180,180,180,59,180,180,180,59,TRUE
2198,"THUAS","THUAS_S015","pre-sleep",65,65,180,180,180,69,180,180,180,69,TRUE
2199,"THUAS","THUAS_S015","pre-sleep",66,66,180,180,180,180,180,180,180,180,TRUE
2200,"THUAS","THUAS_S015","pre-sleep",67,67,180,180,180,147,180,180,180,147,TRUE
2201,"THUAS","THUAS_S015","pre-sleep",68,68,180,180,162,162,180,180,162,162,TRUE
2202,"THUAS","THUAS_S016","pre-sleep",70,70,180,180,180,97,180,180,180,97,TRUE
2203,"THUAS","THUAS_S016","pre-sleep",71,71,180,180,180,79,180,180,180,79,TRUE
2204,"THUAS","THUAS_S016","pre-sleep",72,72,180,180,180,112,180,180,180,112,TRUE
2205,"THUAS","THUAS_S016","pre-sleep",73,73,180,180,180,178,180,180,180,178,TRUE
2206,"THUAS","THUAS_S016","pre-sleep",74,74,180,180,180,138,180,180,180,138,TRUE
2207,"THUAS","THUAS_S016","pre-sleep",75,75,180,180,180,1,180,180,180,1,TRUE
2208,"THUAS","THUAS_S018","pre-sleep",80,80,180,180,180,24,180,180,180,24,TRUE
2209,"THUAS","THUAS_S018","pre-sleep",81,81,180,180,77,43,180,180,77,43,TRUE
2210,"THUAS","THUAS_S018","pre-sleep",82,82,180,180,180,26,180,180,180,26,TRUE
2211,"THUAS","THUAS_S018","pre-sleep",83,83,180,180,164,100,180,180,164,100,TRUE
2212,"THUAS","THUAS_S018","pre-sleep",84,84,180,180,175,130,180,180,175,130,TRUE
2213,"TUM","TUM_S001","pre-sleep",2,2,180,180,155,16,180,180,155,16,TRUE
2214,"TUM","TUM_S001","pre-sleep",3,3,180,180,180,69,180,180,180,69,TRUE
2215,"TUM","TUM_S001","pre-sleep",4,4,180,180,180,92,180,180,180,92,TRUE
2216,"TUM","TUM_S001","pre-sleep",5,5,180,180,180,12,180,180,180,12,TRUE
2217,"TUM","TUM_S001","pre-sleep",6,6,180,180,180,176,180,180,180,176,TRUE
2218,"TUM","TUM_S001","pre-sleep",7,7,180,180,110,96,180,180,110,96,TRUE
2219,"TUM","TUM_S002","pre-sleep",9,9,180,180,180,150,180,180,180,150,TRUE
2220,"TUM","TUM_S002","pre-sleep",10,10,180,180,160,152,180,180,160,152,TRUE
2221,"TUM","TUM_S002","pre-sleep",11,11,180,180,180,179,180,180,180,179,TRUE
2222,"TUM","TUM_S002","pre-sleep",12,12,180,180,180,136,180,180,180,136,TRUE
2223,"TUM","TUM_S002","pre-sleep",13,13,180,180,180,149,180,180,180,149,TRUE
2224,"TUM","TUM_S002","pre-sleep",14,14,180,180,120,91,180,180,120,91,TRUE
2225,"TUM","TUM_S003","pre-sleep",16,16,180,180,136,45,180,180,136,45,TRUE
2226,"TUM","TUM_S003","pre-sleep",17,17,180,180,166,23,180,180,166,23,TRUE
2227,"TUM","TUM_S003","pre-sleep",18,18,180,180,152,103,180,180,152,103,TRUE
2228,"TUM","TUM_S003","pre-sleep",19,19,180,180,170,13,180,180,170,13,TRUE
2229,"TUM","TUM_S003","pre-sleep",20,20,180,180,133,4,180,180,133,4,TRUE
2230,"TUM","TUM_S003","pre-sleep",21,21,180,180,164,2,180,180,164,2,TRUE
2231,"TUM","TUM_S004","pre-sleep",23,23,180,180,180,180,180,180,180,180,TRUE
2232,"TUM","TUM_S004","pre-sleep",24,24,180,180,156,107,180,180,156,107,TRUE
2233,"TUM","TUM_S004","pre-sleep",25,25,180,180,180,124,180,180,180,124,TRUE
2234,"TUM","TUM_S004","pre-sleep",26,26,180,180,180,180,180,180,180,180,TRUE
2235,"TUM","TUM_S004","pre-sleep",27,27,180,180,180,119,180,180,180,119,TRUE
2236,"TUM","TUM_S004","pre-sleep",28,28,180,180,120,120,180,180,120,120,TRUE
2237,"TUM","TUM_S005","pre-sleep",30,30,180,180,180,154,180,180,180,154,TRUE
2238,"TUM","TUM_S005","pre-sleep",31,31,180,180,180,141,180,180,180,141,TRUE
2239,"TUM","TUM_S005","pre-sleep",32,32,180,180,150,147,180,180,150,147,TRUE
2240,"TUM","TUM_S005","pre-sleep",33,33,180,180,126,116,180,180,126,116,TRUE
2241,"TUM","TUM_S005","pre-sleep",34,34,180,180,180,106,180,180,180,106,TRUE
2242,"TUM","TUM_S005","pre-sleep",35,35,180,180,153,119,180,180,153,119,TRUE
2243,"TUM","TUM_S006","pre-sleep",37,37,180,180,180,98,180,180,180,98,TRUE
2244,"TUM","TUM_S006","pre-sleep",38,38,180,180,180,126,180,180,180,126,TRUE
2245,"TUM","TUM_S006","pre-sleep",39,39,180,180,180,135,180,180,180,135,TRUE
2246,"TUM","TUM_S006","pre-sleep",40,40,180,180,166,22,180,180,166,22,TRUE
2247,"TUM","TUM_S006","pre-sleep",41,41,180,180,180,62,180,180,180,62,TRUE
2248,"TUM","TUM_S006","pre-sleep",42,42,180,180,175,154,180,180,175,154,TRUE
2249,"TUM","TUM_S007","pre-sleep",44,44,180,180,180,28,180,180,180,28,TRUE
2250,"TUM","TUM_S007","pre-sleep",45,45,180,180,180,108,180,180,180,108,TRUE
2251,"TUM","TUM_S007","pre-sleep",46,46,180,180,180,62,180,180,180,62,TRUE
2252,"TUM","TUM_S007","pre-sleep",47,47,180,180,180,5,180,180,180,5,TRUE
2253,"TUM","TUM_S007","pre-sleep",48,48,180,180,180,64,180,180,180,64,TRUE
2254,"TUM","TUM_S008","pre-sleep",51,51,180,180,180,107,180,180,180,107,TRUE
2255,"TUM","TUM_S008","pre-sleep",52,52,180,180,180,37,180,180,180,37,TRUE
2256,"TUM","TUM_S008","pre-sleep",53,53,180,180,180,30,180,180,180,30,TRUE
2257,"TUM","TUM_S008","pre-sleep",54,54,180,180,180,156,180,180,180,156,TRUE
2258,"TUM","TUM_S008","pre-sleep",55,55,180,180,103,103,180,180,103,103,TRUE
2259,"TUM","TUM_S009","pre-sleep",58,58,180,180,180,122,180,180,180,122,TRUE
2260,"TUM","TUM_S009","pre-sleep",59,59,180,180,180,109,180,180,180,109,TRUE
2261,"TUM","TUM_S009","pre-sleep",60,60,180,180,180,180,180,180,180,180,TRUE
2262,"TUM","TUM_S009","pre-sleep",61,61,180,180,180,127,180,180,180,127,TRUE
2263,"TUM","TUM_S009","pre-sleep",62,62,180,180,180,36,180,180,180,36,TRUE
2264,"TUM","TUM_S009","pre-sleep",63,63,180,180,120,67,180,180,120,67,TRUE
2265,"TUM","TUM_S010","pre-sleep",65,65,180,180,60,41,180,180,60,41,TRUE
2266,"TUM","TUM_S010","pre-sleep",66,66,180,180,151,102,180,180,151,102,TRUE
2267,"TUM","TUM_S010","pre-sleep",67,67,180,180,180,169,180,180,180,169,TRUE
2268,"TUM","TUM_S010","pre-sleep",68,68,180,180,180,117,180,180,180,117,TRUE
2269,"TUM","TUM_S010","pre-sleep",69,69,180,180,107,107,180,180,107,107,TRUE
2270,"TUM","TUM_S010","pre-sleep",70,70,180,180,150,143,180,180,150,143,TRUE
2271,"UCR","UCR_S001","pre-sleep",2,2,180,180,180,155,180,180,180,155,TRUE
2272,"UCR","UCR_S001","pre-sleep",3,3,180,180,180,164,180,180,180,164,TRUE
2273,"UCR","UCR_S001","pre-sleep",4,4,180,180,180,170,180,180,180,170,TRUE
2274,"UCR","UCR_S001","pre-sleep",6,6,180,180,25,25,180,180,25,25,TRUE
2275,"UCR","UCR_S001","pre-sleep",7,7,180,180,180,164,180,180,180,164,TRUE
2276,"UCR","UCR_S002","pre-sleep",9,9,180,180,180,141,180,180,180,141,TRUE
2277,"UCR","UCR_S002","pre-sleep",10,10,180,180,180,72,180,180,180,72,TRUE
2278,"UCR","UCR_S002","pre-sleep",11,11,180,180,180,172,180,180,180,172,TRUE
2279,"UCR","UCR_S002","pre-sleep",12,12,180,180,168,155,180,180,168,155,TRUE
2280,"UCR","UCR_S002","pre-sleep",13,13,180,180,180,136,180,180,180,136,TRUE
2281,"UCR","UCR_S003","pre-sleep",15,15,180,180,180,0,180,180,180,0,TRUE
2282,"UCR","UCR_S003","pre-sleep",16,16,180,180,180,30,180,180,180,30,TRUE
2283,"UCR","UCR_S003","pre-sleep",17,17,180,180,180,144,180,180,180,144,TRUE
2284,"UCR","UCR_S004","pre-sleep",21,21,180,180,180,119,180,180,180,119,TRUE
2285,"UCR","UCR_S004","pre-sleep",22,22,180,180,53,16,180,180,53,16,TRUE
2286,"UCR","UCR_S004","pre-sleep",23,23,180,180,180,106,180,180,180,106,TRUE
2287,"UCR","UCR_S004","pre-sleep",24,24,180,180,180,155,180,180,180,155,TRUE
2288,"UCR","UCR_S004","pre-sleep",25,25,180,180,180,154,180,180,180,154,TRUE
2289,"UCR","UCR_S004","pre-sleep",26,26,180,180,180,175,180,180,180,175,TRUE
2290,"UCR","UCR_S005","pre-sleep",28,28,180,180,179,31,180,180,179,31,TRUE
2291,"UCR","UCR_S005","pre-sleep",29,29,180,180,180,4,180,180,180,4,TRUE
2292,"UCR","UCR_S005","pre-sleep",30,30,180,180,162,132,180,180,162,132,TRUE
2293,"UCR","UCR_S006","pre-sleep",34,34,180,180,180,166,180,180,180,166,TRUE
2294,"UCR","UCR_S006","pre-sleep",35,35,180,180,153,30,180,180,153,30,TRUE
2295,"UCR","UCR_S006","pre-sleep",36,36,180,180,180,75,180,180,180,75,TRUE
2296,"UCR","UCR_S006","pre-sleep",37,37,180,180,129,100,180,180,129,100,TRUE
2297,"UCR","UCR_S006","pre-sleep",38,38,180,180,180,158,180,180,180,158,TRUE
2298,"UCR","UCR_S006","pre-sleep",39,39,180,180,169,70,180,180,169,70,TRUE
