"placement","v0_order","metric_id","manuscript_name","factor_id","factor_label","site","display_name","display_order","color_hex","participants","represented_days_total","days_per_participant_min","days_per_participant_median","days_per_participant_max"
"chest",15,"duration_below_10_pre_sleep","Time below 10 lx melEDI before sleep","leba_f2","Spending time outdoors","THUAS","Delft (NL)",2,"#117733",15,84,1,6,8
"chest",15,"duration_below_10_pre_sleep","Time below 10 lx melEDI before sleep","leba_f2","Spending time outdoors","BAUA","Dortmund (DE)",3,"#DDCC77",20,108,2,6,6
"chest",15,"duration_below_10_pre_sleep","Time below 10 lx melEDI before sleep","leba_f2","Spending time outdoors","TUM","Munich (DE)",5,"#DDCC77",10,59,5,6,6
"chest",15,"duration_below_10_pre_sleep","Time below 10 lx melEDI before sleep","leba_f2","Spending time outdoors","FUSPCEU","Madrid (ES)",6,"#CC6677",22,117,3,5.5,7
"chest",15,"duration_below_10_pre_sleep","Time below 10 lx melEDI before sleep","leba_f2","Spending time outdoors","IZTECH","Izmir (TR)",7,"#332288",17,101,5,6,7
"chest",15,"duration_below_10_pre_sleep","Time below 10 lx melEDI before sleep","leba_f2","Spending time outdoors","UCR","San José (CR)",8,"#44AA99",39,222,3,6,7
"chest",15,"duration_below_10_pre_sleep","Time below 10 lx melEDI before sleep","leba_f2","Spending time outdoors","KNUST","Kumasi (GH)",9,"#AA4499",15,83,4,6,6
"chest",15,"duration_below_10_pre_sleep","Time below 10 lx melEDI before sleep","leba_f3","Using phones and smartwatches in bed before sleep","RISE","Borås (SE)",1,"#88CCEE",16,93,5,6,7
"chest",15,"duration_below_10_pre_sleep","Time below 10 lx melEDI before sleep","leba_f3","Using phones and smartwatches in bed before sleep","THUAS","Delft (NL)",2,"#117733",15,84,1,6,8
"chest",15,"duration_below_10_pre_sleep","Time below 10 lx melEDI before sleep","leba_f3","Using phones and smartwatches in bed before sleep","BAUA","Dortmund (DE)",3,"#DDCC77",20,108,2,6,6
"chest",15,"duration_below_10_pre_sleep","Time below 10 lx melEDI before sleep","leba_f3","Using phones and smartwatches in bed before sleep","TUM","Munich (DE)",5,"#DDCC77",10,59,5,6,6
"chest",15,"duration_below_10_pre_sleep","Time below 10 lx melEDI before sleep","leba_f3","Using phones and smartwatches in bed before sleep","FUSPCEU","Madrid (ES)",6,"#CC6677",22,117,3,5.5,7
"chest",15,"duration_below_10_pre_sleep","Time below 10 lx melEDI before sleep","leba_f3","Using phones and smartwatches in bed before sleep","IZTECH","Izmir (TR)",7,"#332288",17,101,5,6,7
"chest",15,"duration_below_10_pre_sleep","Time below 10 lx melEDI before sleep","leba_f3","Using phones and smartwatches in bed before sleep","UCR","San José (CR)",8,"#44AA99",39,222,3,6,7
"chest",15,"duration_below_10_pre_sleep","Time below 10 lx melEDI before sleep","leba_f3","Using phones and smartwatches in bed before sleep","KNUST","Kumasi (GH)",9,"#AA4499",15,83,4,6,6
"chest",15,"duration_below_10_pre_sleep","Time below 10 lx melEDI before sleep","leba_f4","Controlling and using ambient light before bedtime","RISE","Borås (SE)",1,"#88CCEE",16,93,5,6,7
"chest",15,"duration_below_10_pre_sleep","Time below 10 lx melEDI before sleep","leba_f4","Controlling and using ambient light before bedtime","THUAS","Delft (NL)",2,"#117733",15,84,1,6,8
"chest",15,"duration_below_10_pre_sleep","Time below 10 lx melEDI before sleep","leba_f4","Controlling and using ambient light before bedtime","BAUA","Dortmund (DE)",3,"#DDCC77",20,108,2,6,6
"chest",15,"duration_below_10_pre_sleep","Time below 10 lx melEDI before sleep","leba_f4","Controlling and using ambient light before bedtime","TUM","Munich (DE)",5,"#DDCC77",10,59,5,6,6
"chest",15,"duration_below_10_pre_sleep","Time below 10 lx melEDI before sleep","leba_f4","Controlling and using ambient light before bedtime","FUSPCEU","Madrid (ES)",6,"#CC6677",22,117,3,5.5,7
"chest",15,"duration_below_10_pre_sleep","Time below 10 lx melEDI before sleep","leba_f4","Controlling and using ambient light before bedtime","IZTECH","Izmir (TR)",7,"#332288",17,101,5,6,7
"chest",15,"duration_below_10_pre_sleep","Time below 10 lx melEDI before sleep","leba_f4","Controlling and using ambient light before bedtime","UCR","San José (CR)",8,"#44AA99",39,222,3,6,7
"chest",15,"duration_below_10_pre_sleep","Time below 10 lx melEDI before sleep","leba_f4","Controlling and using ambient light before bedtime","KNUST","Kumasi (GH)",9,"#AA4499",15,83,4,6,6
"chest",15,"duration_below_10_pre_sleep","Time below 10 lx melEDI before sleep","leba_f5","Using light in the morning and during daytime","RISE","Borås (SE)",1,"#88CCEE",16,93,5,6,7
"chest",15,"duration_below_10_pre_sleep","Time below 10 lx melEDI before sleep","leba_f5","Using light in the morning and during daytime","THUAS","Delft (NL)",2,"#117733",15,84,1,6,8
"chest",15,"duration_below_10_pre_sleep","Time below 10 lx melEDI before sleep","leba_f5","Using light in the morning and during daytime","BAUA","Dortmund (DE)",3,"#DDCC77",20,108,2,6,6
"chest",15,"duration_below_10_pre_sleep","Time below 10 lx melEDI before sleep","leba_f5","Using light in the morning and during daytime","TUM","Munich (DE)",5,"#DDCC77",10,59,5,6,6
"chest",15,"duration_below_10_pre_sleep","Time below 10 lx melEDI before sleep","leba_f5","Using light in the morning and during daytime","FUSPCEU","Madrid (ES)",6,"#CC6677",22,117,3,5.5,7
"chest",15,"duration_below_10_pre_sleep","Time below 10 lx melEDI before sleep","leba_f5","Using light in the morning and during daytime","IZTECH","Izmir (TR)",7,"#332288",17,101,5,6,7
"chest",15,"duration_below_10_pre_sleep","Time below 10 lx melEDI before sleep","leba_f5","Using light in the morning and during daytime","UCR","San José (CR)",8,"#44AA99",39,222,3,6,7
"chest",15,"duration_below_10_pre_sleep","Time below 10 lx melEDI before sleep","leba_f5","Using light in the morning and during daytime","KNUST","Kumasi (GH)",9,"#AA4499",15,83,4,6,6
"chest",16,"duration_below_1_sleep_environment","Time below 1 lx melEDI during sleep","leba_f2","Spending time outdoors","RISE","Borås (SE)",1,"#88CCEE",16,96,5,6,7
"chest",16,"duration_below_1_sleep_environment","Time below 1 lx melEDI during sleep","leba_f2","Spending time outdoors","THUAS","Delft (NL)",2,"#117733",15,88,3,6,7
"chest",16,"duration_below_1_sleep_environment","Time below 1 lx melEDI during sleep","leba_f2","Spending time outdoors","BAUA","Dortmund (DE)",3,"#DDCC77",20,108,2,6,6
"chest",16,"duration_below_1_sleep_environment","Time below 1 lx melEDI during sleep","leba_f2","Spending time outdoors","TUM","Munich (DE)",5,"#DDCC77",10,60,6,6,6
"chest",16,"duration_below_1_sleep_environment","Time below 1 lx melEDI during sleep","leba_f2","Spending time outdoors","FUSPCEU","Madrid (ES)",6,"#CC6677",22,117,3,5.5,6
"chest",16,"duration_below_1_sleep_environment","Time below 1 lx melEDI during sleep","leba_f2","Spending time outdoors","IZTECH","Izmir (TR)",7,"#332288",17,100,5,6,7
"chest",16,"duration_below_1_sleep_environment","Time below 1 lx melEDI during sleep","leba_f2","Spending time outdoors","UCR","San José (CR)",8,"#44AA99",39,226,4,6,7
"chest",16,"duration_below_1_sleep_environment","Time below 1 lx melEDI during sleep","leba_f2","Spending time outdoors","KNUST","Kumasi (GH)",9,"#AA4499",15,83,4,6,6
"chest",16,"duration_below_1_sleep_environment","Time below 1 lx melEDI during sleep","leba_f3","Using phones and smartwatches in bed before sleep","RISE","Borås (SE)",1,"#88CCEE",16,96,5,6,7
"chest",16,"duration_below_1_sleep_environment","Time below 1 lx melEDI during sleep","leba_f3","Using phones and smartwatches in bed before sleep","THUAS","Delft (NL)",2,"#117733",15,88,3,6,7
"chest",16,"duration_below_1_sleep_environment","Time below 1 lx melEDI during sleep","leba_f3","Using phones and smartwatches in bed before sleep","BAUA","Dortmund (DE)",3,"#DDCC77",20,108,2,6,6
"chest",16,"duration_below_1_sleep_environment","Time below 1 lx melEDI during sleep","leba_f3","Using phones and smartwatches in bed before sleep","TUM","Munich (DE)",5,"#DDCC77",10,60,6,6,6
"chest",16,"duration_below_1_sleep_environment","Time below 1 lx melEDI during sleep","leba_f3","Using phones and smartwatches in bed before sleep","FUSPCEU","Madrid (ES)",6,"#CC6677",22,117,3,5.5,6
"chest",16,"duration_below_1_sleep_environment","Time below 1 lx melEDI during sleep","leba_f3","Using phones and smartwatches in bed before sleep","IZTECH","Izmir (TR)",7,"#332288",17,100,5,6,7
"chest",16,"duration_below_1_sleep_environment","Time below 1 lx melEDI during sleep","leba_f3","Using phones and smartwatches in bed before sleep","UCR","San José (CR)",8,"#44AA99",39,226,4,6,7
"chest",16,"duration_below_1_sleep_environment","Time below 1 lx melEDI during sleep","leba_f3","Using phones and smartwatches in bed before sleep","KNUST","Kumasi (GH)",9,"#AA4499",15,83,4,6,6
"chest",16,"duration_below_1_sleep_environment","Time below 1 lx melEDI during sleep","leba_f4","Controlling and using ambient light before bedtime","RISE","Borås (SE)",1,"#88CCEE",16,96,5,6,7
"chest",16,"duration_below_1_sleep_environment","Time below 1 lx melEDI during sleep","leba_f4","Controlling and using ambient light before bedtime","THUAS","Delft (NL)",2,"#117733",15,88,3,6,7
"chest",16,"duration_below_1_sleep_environment","Time below 1 lx melEDI during sleep","leba_f4","Controlling and using ambient light before bedtime","BAUA","Dortmund (DE)",3,"#DDCC77",20,108,2,6,6
"chest",16,"duration_below_1_sleep_environment","Time below 1 lx melEDI during sleep","leba_f4","Controlling and using ambient light before bedtime","TUM","Munich (DE)",5,"#DDCC77",10,60,6,6,6
"chest",16,"duration_below_1_sleep_environment","Time below 1 lx melEDI during sleep","leba_f4","Controlling and using ambient light before bedtime","FUSPCEU","Madrid (ES)",6,"#CC6677",22,117,3,5.5,6
"chest",16,"duration_below_1_sleep_environment","Time below 1 lx melEDI during sleep","leba_f4","Controlling and using ambient light before bedtime","IZTECH","Izmir (TR)",7,"#332288",17,100,5,6,7
"chest",16,"duration_below_1_sleep_environment","Time below 1 lx melEDI during sleep","leba_f4","Controlling and using ambient light before bedtime","UCR","San José (CR)",8,"#44AA99",39,226,4,6,7
"chest",16,"duration_below_1_sleep_environment","Time below 1 lx melEDI during sleep","leba_f4","Controlling and using ambient light before bedtime","KNUST","Kumasi (GH)",9,"#AA4499",15,83,4,6,6
"chest",16,"duration_below_1_sleep_environment","Time below 1 lx melEDI during sleep","leba_f5","Using light in the morning and during daytime","RISE","Borås (SE)",1,"#88CCEE",16,96,5,6,7
"chest",16,"duration_below_1_sleep_environment","Time below 1 lx melEDI during sleep","leba_f5","Using light in the morning and during daytime","THUAS","Delft (NL)",2,"#117733",15,88,3,6,7
"chest",16,"duration_below_1_sleep_environment","Time below 1 lx melEDI during sleep","leba_f5","Using light in the morning and during daytime","BAUA","Dortmund (DE)",3,"#DDCC77",20,108,2,6,6
"chest",16,"duration_below_1_sleep_environment","Time below 1 lx melEDI during sleep","leba_f5","Using light in the morning and during daytime","TUM","Munich (DE)",5,"#DDCC77",10,60,6,6,6
"chest",16,"duration_below_1_sleep_environment","Time below 1 lx melEDI during sleep","leba_f5","Using light in the morning and during daytime","FUSPCEU","Madrid (ES)",6,"#CC6677",22,117,3,5.5,6
"chest",16,"duration_below_1_sleep_environment","Time below 1 lx melEDI during sleep","leba_f5","Using light in the morning and during daytime","IZTECH","Izmir (TR)",7,"#332288",17,100,5,6,7
"chest",16,"duration_below_1_sleep_environment","Time below 1 lx melEDI during sleep","leba_f5","Using light in the morning and during daytime","UCR","San José (CR)",8,"#44AA99",39,226,4,6,7
"chest",16,"duration_below_1_sleep_environment","Time below 1 lx melEDI during sleep","leba_f5","Using light in the morning and during daytime","KNUST","Kumasi (GH)",9,"#AA4499",15,83,4,6,6
"chest",17,"duration_above_250_wake","Time above 250 lx melEDI during wake","leba_f2","Spending time outdoors","RISE","Borås (SE)",1,"#88CCEE",16,90,4,6,6
"chest",17,"duration_above_250_wake","Time above 250 lx melEDI during wake","leba_f2","Spending time outdoors","THUAS","Delft (NL)",2,"#117733",14,80,2,6,7
"chest",17,"duration_above_250_wake","Time above 250 lx melEDI during wake","leba_f2","Spending time outdoors","BAUA","Dortmund (DE)",3,"#DDCC77",20,99,2,5.5,6
"chest",17,"duration_above_250_wake","Time above 250 lx melEDI during wake","leba_f2","Spending time outdoors","TUM","Munich (DE)",5,"#DDCC77",10,60,6,6,6
"chest",17,"duration_above_250_wake","Time above 250 lx melEDI during wake","leba_f2","Spending time outdoors","FUSPCEU","Madrid (ES)",6,"#CC6677",22,111,3,5,6
"chest",17,"duration_above_250_wake","Time above 250 lx melEDI during wake","leba_f2","Spending time outdoors","IZTECH","Izmir (TR)",7,"#332288",17,99,4,6,7
"chest",17,"duration_above_250_wake","Time above 250 lx melEDI during wake","leba_f2","Spending time outdoors","UCR","San José (CR)",8,"#44AA99",39,217,3,6,7
"chest",17,"duration_above_250_wake","Time above 250 lx melEDI during wake","leba_f2","Spending time outdoors","KNUST","Kumasi (GH)",9,"#AA4499",15,83,4,6,6
"chest",17,"duration_above_250_wake","Time above 250 lx melEDI during wake","leba_f3","Using phones and smartwatches in bed before sleep","RISE","Borås (SE)",1,"#88CCEE",16,90,4,6,6
"chest",17,"duration_above_250_wake","Time above 250 lx melEDI during wake","leba_f3","Using phones and smartwatches in bed before sleep","THUAS","Delft (NL)",2,"#117733",14,80,2,6,7
"chest",17,"duration_above_250_wake","Time above 250 lx melEDI during wake","leba_f3","Using phones and smartwatches in bed before sleep","BAUA","Dortmund (DE)",3,"#DDCC77",20,99,2,5.5,6
"chest",17,"duration_above_250_wake","Time above 250 lx melEDI during wake","leba_f3","Using phones and smartwatches in bed before sleep","TUM","Munich (DE)",5,"#DDCC77",10,60,6,6,6
"chest",17,"duration_above_250_wake","Time above 250 lx melEDI during wake","leba_f3","Using phones and smartwatches in bed before sleep","FUSPCEU","Madrid (ES)",6,"#CC6677",22,111,3,5,6
"chest",17,"duration_above_250_wake","Time above 250 lx melEDI during wake","leba_f3","Using phones and smartwatches in bed before sleep","IZTECH","Izmir (TR)",7,"#332288",17,99,4,6,7
"chest",17,"duration_above_250_wake","Time above 250 lx melEDI during wake","leba_f3","Using phones and smartwatches in bed before sleep","UCR","San José (CR)",8,"#44AA99",39,217,3,6,7
"chest",17,"duration_above_250_wake","Time above 250 lx melEDI during wake","leba_f3","Using phones and smartwatches in bed before sleep","KNUST","Kumasi (GH)",9,"#AA4499",15,83,4,6,6
"chest",17,"duration_above_250_wake","Time above 250 lx melEDI during wake","leba_f4","Controlling and using ambient light before bedtime","RISE","Borås (SE)",1,"#88CCEE",16,90,4,6,6
"chest",17,"duration_above_250_wake","Time above 250 lx melEDI during wake","leba_f4","Controlling and using ambient light before bedtime","THUAS","Delft (NL)",2,"#117733",14,80,2,6,7
"chest",17,"duration_above_250_wake","Time above 250 lx melEDI during wake","leba_f4","Controlling and using ambient light before bedtime","BAUA","Dortmund (DE)",3,"#DDCC77",20,99,2,5.5,6
"chest",17,"duration_above_250_wake","Time above 250 lx melEDI during wake","leba_f4","Controlling and using ambient light before bedtime","TUM","Munich (DE)",5,"#DDCC77",10,60,6,6,6
"chest",17,"duration_above_250_wake","Time above 250 lx melEDI during wake","leba_f4","Controlling and using ambient light before bedtime","FUSPCEU","Madrid (ES)",6,"#CC6677",22,111,3,5,6
"chest",17,"duration_above_250_wake","Time above 250 lx melEDI during wake","leba_f4","Controlling and using ambient light before bedtime","IZTECH","Izmir (TR)",7,"#332288",17,99,4,6,7
"chest",17,"duration_above_250_wake","Time above 250 lx melEDI during wake","leba_f4","Controlling and using ambient light before bedtime","UCR","San José (CR)",8,"#44AA99",39,217,3,6,7
"chest",17,"duration_above_250_wake","Time above 250 lx melEDI during wake","leba_f4","Controlling and using ambient light before bedtime","KNUST","Kumasi (GH)",9,"#AA4499",15,83,4,6,6
"chest",17,"duration_above_250_wake","Time above 250 lx melEDI during wake","leba_f5","Using light in the morning and during daytime","RISE","Borås (SE)",1,"#88CCEE",16,90,4,6,6
"chest",17,"duration_above_250_wake","Time above 250 lx melEDI during wake","leba_f5","Using light in the morning and during daytime","THUAS","Delft (NL)",2,"#117733",14,80,2,6,7
"chest",17,"duration_above_250_wake","Time above 250 lx melEDI during wake","leba_f5","Using light in the morning and during daytime","BAUA","Dortmund (DE)",3,"#DDCC77",20,99,2,5.5,6
"chest",17,"duration_above_250_wake","Time above 250 lx melEDI during wake","leba_f5","Using light in the morning and during daytime","TUM","Munich (DE)",5,"#DDCC77",10,60,6,6,6
"chest",17,"duration_above_250_wake","Time above 250 lx melEDI during wake","leba_f5","Using light in the morning and during daytime","FUSPCEU","Madrid (ES)",6,"#CC6677",22,111,3,5,6
"chest",17,"duration_above_250_wake","Time above 250 lx melEDI during wake","leba_f5","Using light in the morning and during daytime","IZTECH","Izmir (TR)",7,"#332288",17,99,4,6,7
